 Date__(UT)__HR:MN, , ,            delta,     deldot,  Tru_Anom,
****************************************************************
$$SOE
 2003-Aug-19 00:00, , , 4.90975825408177,  1.4701081,  152.1868,
 2003-Aug-19 03:00, , , 4.90986436786747,  1.4696093,  152.1970,
 2003-Aug-19 06:00, , , 4.90997044564179,  1.4691105,  152.2071,
 2003-Aug-19 09:00, , , 4.91007648740297,  1.4686116,  152.2173,
 2003-Aug-19 12:00, , , 4.91018249314926,  1.4681127,  152.2275,
 2003-Aug-19 15:00, , , 4.91028846287888,  1.4676138,  152.2377,
 2003-Aug-19 18:00, , , 4.91039439659008,  1.4671149,  152.2479,
 2003-Aug-19 21:00, , , 4.91050029428112,  1.4666159,  152.2581,
 2003-Aug-20 00:00, , , 4.91060615595022,  1.4661170,  152.2683,
 2003-Aug-20 03:00, , , 4.91071198159564,  1.4656180,  152.2785,
 2003-Aug-20 06:00, , , 4.91081777121563,  1.4651189,  152.2887,
 2003-Aug-20 09:00, , , 4.91092352480842,  1.4646199,  152.2989,
 2003-Aug-20 12:00, , , 4.91102924237228,  1.4641208,  152.3091,
 2003-Aug-20 15:00, , , 4.91113492390544,  1.4636217,  152.3193,
 2003-Aug-20 18:00, , , 4.91124056940615,  1.4631226,  152.3295,
 2003-Aug-20 21:00, , , 4.91134617887268,  1.4626234,  152.3397,
 2003-Aug-21 00:00, , , 4.91145175230327,  1.4621242,  152.3499,
 2003-Aug-21 03:00, , , 4.91155728969617,  1.4616251,  152.3601,
 2003-Aug-21 06:00, , , 4.91166279104964,  1.4611258,  152.3703,
 2003-Aug-21 09:00, , , 4.91176825636193,  1.4606266,  152.3805,
 2003-Aug-21 12:00, , , 4.91187368563129,  1.4601273,  152.3906,
 2003-Aug-21 15:00, , , 4.91197907885599,  1.4596280,  152.4008,
 2003-Aug-21 18:00, , , 4.91208443603429,  1.4591287,  152.4110,
 2003-Aug-21 21:00, , , 4.91218975716443,  1.4586294,  152.4212,
 2003-Aug-22 00:00, , , 4.91229504224468,  1.4581300,  152.4314,
 2003-Aug-22 03:00, , , 4.91240029127330,  1.4576306,  152.4416,
 2003-Aug-22 06:00, , , 4.91250550424855,  1.4571312,  152.4518,
 2003-Aug-22 09:00, , , 4.91261068116870,  1.4566317,  152.4620,
 2003-Aug-22 12:00, , , 4.91271582203200,  1.4561323,  152.4722,
 2003-Aug-22 15:00, , , 4.91282092683672,  1.4556328,  152.4823,
 2003-Aug-22 18:00, , , 4.91292599558113,  1.4551333,  152.4925,
 2003-Aug-22 21:00, , , 4.91303102826349,  1.4546337,  152.5027,
 2003-Aug-23 00:00, , , 4.91313602488207,  1.4541342,  152.5129,
 2003-Aug-23 03:00, , , 4.91324098543513,  1.4536346,  152.5231,
 2003-Aug-23 06:00, , , 4.91334590992095,  1.4531350,  152.5333,
 2003-Aug-23 09:00, , , 4.91345079833779,  1.4526354,  152.5435,
 2003-Aug-23 12:00, , , 4.91355565068393,  1.4521357,  152.5536,
 2003-Aug-23 15:00, , , 4.91366046695763,  1.4516360,  152.5638,
 2003-Aug-23 18:00, , , 4.91376524715717,  1.4511363,  152.5740,
 2003-Aug-23 21:00, , , 4.91386999128083,  1.4506366,  152.5842,
 2003-Aug-24 00:00, , , 4.91397469932687,  1.4501368,  152.5944,
 2003-Aug-24 03:00, , , 4.91407937129357,  1.4496371,  152.6046,
 2003-Aug-24 06:00, , , 4.91418400717921,  1.4491373,  152.6147,
 2003-Aug-24 09:00, , , 4.91428860698206,  1.4486374,  152.6249,
 2003-Aug-24 12:00, , , 4.91439317070041,  1.4481376,  152.6351,
 2003-Aug-24 15:00, , , 4.91449769833253,  1.4476377,  152.6453,
 2003-Aug-24 18:00, , , 4.91460218987670,  1.4471378,  152.6555,
 2003-Aug-24 21:00, , , 4.91470664533121,  1.4466379,  152.6656,
 2003-Aug-25 00:00, , , 4.91481106469432,  1.4461380,  152.6758,
 2003-Aug-25 03:00, , , 4.91491544796434,  1.4456380,  152.6860,
 2003-Aug-25 06:00, , , 4.91501979513953,  1.4451380,  152.6962,
 2003-Aug-25 09:00, , , 4.91512410621819,  1.4446380,  152.7063,
 2003-Aug-25 12:00, , , 4.91522838119860,  1.4441380,  152.7165,
 2003-Aug-25 15:00, , , 4.91533262007905,  1.4436379,  152.7267,
 2003-Aug-25 18:00, , , 4.91543682285782,  1.4431378,  152.7369,
 2003-Aug-25 21:00, , , 4.91554098953320,  1.4426377,  152.7471,
 2003-Aug-26 00:00, , , 4.91564512010349,  1.4421376,  152.7572,
 2003-Aug-26 03:00, , , 4.91574921456696,  1.4416374,  152.7674,
 2003-Aug-26 06:00, , , 4.91585327292192,  1.4411372,  152.7776,
 2003-Aug-26 09:00, , , 4.91595729516665,  1.4406370,  152.7878,
 2003-Aug-26 12:00, , , 4.91606128129945,  1.4401368,  152.7979,
 2003-Aug-26 15:00, , , 4.91616523131861,  1.4396366,  152.8081,
 2003-Aug-26 18:00, , , 4.91626914522242,  1.4391363,  152.8183,
 2003-Aug-26 21:00, , , 4.91637302300919,  1.4386360,  152.8285,
 2003-Aug-27 00:00, , , 4.91647686467720,  1.4381357,  152.8386,
 2003-Aug-27 03:00, , , 4.91658067022476,  1.4376353,  152.8488,
 2003-Aug-27 06:00, , , 4.91668443965016,  1.4371350,  152.8590,
 2003-Aug-27 09:00, , , 4.91678817295170,  1.4366346,  152.8691,
 2003-Aug-27 12:00, , , 4.91689187012768,  1.4361341,  152.8793,
 2003-Aug-27 15:00, , , 4.91699553117641,  1.4356337,  152.8895,
 2003-Aug-27 18:00, , , 4.91709915609618,  1.4351332,  152.8997,
 2003-Aug-27 21:00, , , 4.91720274488530,  1.4346328,  152.9098,
 2003-Aug-28 00:00, , , 4.91730629754207,  1.4341323,  152.9200,
 2003-Aug-28 03:00, , , 4.91740981406480,  1.4336317,  152.9302,
 2003-Aug-28 06:00, , , 4.91751329445180,  1.4331312,  152.9403,
 2003-Aug-28 09:00, , , 4.91761673870136,  1.4326306,  152.9505,
 2003-Aug-28 12:00, , , 4.91772014681180,  1.4321300,  152.9607,
 2003-Aug-28 15:00, , , 4.91782351878142,  1.4316294,  152.9708,
 2003-Aug-28 18:00, , , 4.91792685460854,  1.4311287,  152.9810,
 2003-Aug-28 21:00, , , 4.91803015429146,  1.4306280,  152.9912,
 2003-Aug-29 00:00, , , 4.91813341782850,  1.4301273,  153.0013,
 2003-Aug-29 03:00, , , 4.91823664521796,  1.4296266,  153.0115,
 2003-Aug-29 06:00, , , 4.91833983645817,  1.4291259,  153.0217,
 2003-Aug-29 09:00, , , 4.91844299154743,  1.4286251,  153.0318,
 2003-Aug-29 12:00, , , 4.91854611048406,  1.4281243,  153.0420,
 2003-Aug-29 15:00, , , 4.91864919326638,  1.4276235,  153.0522,
 2003-Aug-29 18:00, , , 4.91875223989269,  1.4271227,  153.0623,
 2003-Aug-29 21:00, , , 4.91885525036133,  1.4266218,  153.0725,
 2003-Aug-30 00:00, , , 4.91895822467061,  1.4261209,  153.0826,
 2003-Aug-30 03:00, , , 4.91906116281884,  1.4256200,  153.0928,
 2003-Aug-30 06:00, , , 4.91916406480435,  1.4251191,  153.1030,
 2003-Aug-30 09:00, , , 4.91926693062546,  1.4246181,  153.1131,
 2003-Aug-30 12:00, , , 4.91936976028049,  1.4241172,  153.1233,
 2003-Aug-30 15:00, , , 4.91947255376776,  1.4236162,  153.1335,
 2003-Aug-30 18:00, , , 4.91957531108560,  1.4231151,  153.1436,
 2003-Aug-30 21:00, , , 4.91967803223234,  1.4226141,  153.1538,
 2003-Aug-31 00:00, , , 4.91978071720629,  1.4221130,  153.1639,
 2003-Aug-31 03:00, , , 4.91988336600579,  1.4216119,  153.1741,
 2003-Aug-31 06:00, , , 4.91998597862916,  1.4211108,  153.1842,
 2003-Aug-31 09:00, , , 4.92008855507473,  1.4206097,  153.1944,
 2003-Aug-31 12:00, , , 4.92019109534083,  1.4201085,  153.2046,
 2003-Aug-31 15:00, , , 4.92029359942579,  1.4196073,  153.2147,
 2003-Aug-31 18:00, , , 4.92039606732795,  1.4191061,  153.2249,
 2003-Aug-31 21:00, , , 4.92049849904562,  1.4186049,  153.2350,
 2003-Sep-01 00:00, , , 4.92060089457716,  1.4181036,  153.2452,
 2003-Sep-01 03:00, , , 4.92070325392089,  1.4176023,  153.2554,
 2003-Sep-01 06:00, , , 4.92080557707514,  1.4171010,  153.2655,
 2003-Sep-01 09:00, , , 4.92090786403825,  1.4165997,  153.2757,
 2003-Sep-01 12:00, , , 4.92101011480857,  1.4160984,  153.2858,
 2003-Sep-01 15:00, , , 4.92111232938441,  1.4155970,  153.2960,
 2003-Sep-01 18:00, , , 4.92121450776414,  1.4150956,  153.3061,
 2003-Sep-01 21:00, , , 4.92131664994607,  1.4145942,  153.3163,
 2003-Sep-02 00:00, , , 4.92141875592856,  1.4140928,  153.3264,
 2003-Sep-02 03:00, , , 4.92152082570995,  1.4135913,  153.3366,
 2003-Sep-02 06:00, , , 4.92162285928857,  1.4130898,  153.3467,
 2003-Sep-02 09:00, , , 4.92172485666277,  1.4125883,  153.3569,
 2003-Sep-02 12:00, , , 4.92182681783090,  1.4120868,  153.3670,
 2003-Sep-02 15:00, , , 4.92192874279129,  1.4115852,  153.3772,
 2003-Sep-02 18:00, , , 4.92203063154230,  1.4110837,  153.3873,
 2003-Sep-02 21:00, , , 4.92213248408227,  1.4105821,  153.3975,
 2003-Sep-03 00:00, , , 4.92223430040955,  1.4100804,  153.4076,
 2003-Sep-03 03:00, , , 4.92233608052248,  1.4095788,  153.4178,
 2003-Sep-03 06:00, , , 4.92243782441942,  1.4090771,  153.4279,
 2003-Sep-03 09:00, , , 4.92253953209872,  1.4085754,  153.4381,
 2003-Sep-03 12:00, , , 4.92264120355873,  1.4080737,  153.4482,
 2003-Sep-03 15:00, , , 4.92274283879779,  1.4075720,  153.4584,
 2003-Sep-03 18:00, , , 4.92284443781426,  1.4070702,  153.4685,
 2003-Sep-03 21:00, , , 4.92294600060651,  1.4065684,  153.4787,
 2003-Sep-04 00:00, , , 4.92304752717287,  1.4060666,  153.4888,
 2003-Sep-04 03:00, , , 4.92314901751171,  1.4055648,  153.4990,
 2003-Sep-04 06:00, , , 4.92325047162138,  1.4050630,  153.5091,
 2003-Sep-04 09:00, , , 4.92335188950024,  1.4045611,  153.5193,
 2003-Sep-04 12:00, , , 4.92345327114665,  1.4040592,  153.5294,
 2003-Sep-04 15:00, , , 4.92355461655896,  1.4035573,  153.5396,
 2003-Sep-04 18:00, , , 4.92365592573555,  1.4030553,  153.5497,
 2003-Sep-04 21:00, , , 4.92375719867476,  1.4025534,  153.5598,
 2003-Sep-05 00:00, , , 4.92385843537497,  1.4020514,  153.5700,
 2003-Sep-05 03:00, , , 4.92395963583452,  1.4015494,  153.5801,
 2003-Sep-05 06:00, , , 4.92406080005180,  1.4010473,  153.5903,
 2003-Sep-05 09:00, , , 4.92416192802515,  1.4005453,  153.6004,
 2003-Sep-05 12:00, , , 4.92426301975295,  1.4000432,  153.6106,
 2003-Sep-05 15:00, , , 4.92436407523357,  1.3995411,  153.6207,
 2003-Sep-05 18:00, , , 4.92446509446536,  1.3990390,  153.6308,
 2003-Sep-05 21:00, , , 4.92456607744670,  1.3985368,  153.6410,
 2003-Sep-06 00:00, , , 4.92466702417596,  1.3980347,  153.6511,
 2003-Sep-06 03:00, , , 4.92476793465151,  1.3975325,  153.6613,
 2003-Sep-06 06:00, , , 4.92486880887172,  1.3970303,  153.6714,
 2003-Sep-06 09:00, , , 4.92496964683495,  1.3965280,  153.6815,
 2003-Sep-06 12:00, , , 4.92507044853959,  1.3960258,  153.6917,
 2003-Sep-06 15:00, , , 4.92517121398401,  1.3955235,  153.7018,
 2003-Sep-06 18:00, , , 4.92527194316657,  1.3950212,  153.7120,
 2003-Sep-06 21:00, , , 4.92537263608566,  1.3945189,  153.7221,
 2003-Sep-07 00:00, , , 4.92547329273965,  1.3940165,  153.7322,
 2003-Sep-07 03:00, , , 4.92557391312692,  1.3935142,  153.7424,
 2003-Sep-07 06:00, , , 4.92567449724585,  1.3930118,  153.7525,
 2003-Sep-07 09:00, , , 4.92577504509481,  1.3925093,  153.7626,
 2003-Sep-07 12:00, , , 4.92587555667219,  1.3920069,  153.7728,
 2003-Sep-07 15:00, , , 4.92597603197636,  1.3915044,  153.7829,
 2003-Sep-07 18:00, , , 4.92607647100571,  1.3910020,  153.7931,
 2003-Sep-07 21:00, , , 4.92617687375862,  1.3904995,  153.8032,
 2003-Sep-08 00:00, , , 4.92627724023347,  1.3899969,  153.8133,
 2003-Sep-08 03:00, , , 4.92637757042865,  1.3894944,  153.8235,
 2003-Sep-08 06:00, , , 4.92647786434254,  1.3889918,  153.8336,
 2003-Sep-08 09:00, , , 4.92657812197353,  1.3884892,  153.8437,
 2003-Sep-08 12:00, , , 4.92667834332001,  1.3879866,  153.8539,
 2003-Sep-08 15:00, , , 4.92677852838035,  1.3874840,  153.8640,
 2003-Sep-08 18:00, , , 4.92687867715296,  1.3869813,  153.8741,
 2003-Sep-08 21:00, , , 4.92697878963622,  1.3864786,  153.8842,
 2003-Sep-09 00:00, , , 4.92707886582852,  1.3859759,  153.8944,
 2003-Sep-09 03:00, , , 4.92717890572825,  1.3854732,  153.9045,
 2003-Sep-09 06:00, , , 4.92727890933381,  1.3849704,  153.9146,
 2003-Sep-09 09:00, , , 4.92737887664358,  1.3844677,  153.9248,
 2003-Sep-09 12:00, , , 4.92747880765597,  1.3839649,  153.9349,
 2003-Sep-09 15:00, , , 4.92757870236936,  1.3834621,  153.9450,
 2003-Sep-09 18:00, , , 4.92767856078215,  1.3829592,  153.9552,
 2003-Sep-09 21:00, , , 4.92777838289274,  1.3824564,  153.9653,
 2003-Sep-10 00:00, , , 4.92787816869953,  1.3819535,  153.9754,
 2003-Sep-10 03:00, , , 4.92797791820091,  1.3814506,  153.9855,
 2003-Sep-10 06:00, , , 4.92807763139528,  1.3809476,  153.9957,
 2003-Sep-10 09:00, , , 4.92817730828105,  1.3804447,  154.0058,
 2003-Sep-10 12:00, , , 4.92827694885661,  1.3799417,  154.0159,
 2003-Sep-10 15:00, , , 4.92837655312037,  1.3794387,  154.0260,
 2003-Sep-10 18:00, , , 4.92847612107072,  1.3789357,  154.0362,
 2003-Sep-10 21:00, , , 4.92857565270608,  1.3784327,  154.0463,
 2003-Sep-11 00:00, , , 4.92867514802485,  1.3779296,  154.0564,
 2003-Sep-11 03:00, , , 4.92877460702542,  1.3774265,  154.0665,
 2003-Sep-11 06:00, , , 4.92887402970622,  1.3769234,  154.0767,
 2003-Sep-11 09:00, , , 4.92897341606564,  1.3764203,  154.0868,
 2003-Sep-11 12:00, , , 4.92907276610210,  1.3759171,  154.0969,
 2003-Sep-11 15:00, , , 4.92917207981400,  1.3754140,  154.1070,
 2003-Sep-11 18:00, , , 4.92927135719975,  1.3749108,  154.1172,
 2003-Sep-11 21:00, , , 4.92937059825776,  1.3744076,  154.1273,
 2003-Sep-12 00:00, , , 4.92946980298645,  1.3739043,  154.1374,
 2003-Sep-12 03:00, , , 4.92956897138422,  1.3734011,  154.1475,
 2003-Sep-12 06:00, , , 4.92966810344950,  1.3728978,  154.1577,
 2003-Sep-12 09:00, , , 4.92976719918069,  1.3723945,  154.1678,
 2003-Sep-12 12:00, , , 4.92986625857621,  1.3718912,  154.1779,
 2003-Sep-12 15:00, , , 4.92996528163448,  1.3713878,  154.1880,
 2003-Sep-12 18:00, , , 4.93006426835390,  1.3708844,  154.1981,
 2003-Sep-12 21:00, , , 4.93016321873291,  1.3703811,  154.2082,
 2003-Sep-13 00:00, , , 4.93026213276991,  1.3698776,  154.2184,
 2003-Sep-13 03:00, , , 4.93036101046334,  1.3693742,  154.2285,
 2003-Sep-13 06:00, , , 4.93045985181160,  1.3688707,  154.2386,
 2003-Sep-13 09:00, , , 4.93055865681312,  1.3683673,  154.2487,
 2003-Sep-13 12:00, , , 4.93065742546632,  1.3678638,  154.2588,
 2003-Sep-13 15:00, , , 4.93075615776962,  1.3673602,  154.2690,
 2003-Sep-13 18:00, , , 4.93085485372146,  1.3668567,  154.2791,
 2003-Sep-13 21:00, , , 4.93095351332024,  1.3663531,  154.2892,
 2003-Sep-14 00:00, , , 4.93105213656441,  1.3658496,  154.2993,
 2003-Sep-14 03:00, , , 4.93115072345238,  1.3653459,  154.3094,
 2003-Sep-14 06:00, , , 4.93124927398258,  1.3648423,  154.3195,
 2003-Sep-14 09:00, , , 4.93134778815344,  1.3643387,  154.3296,
 2003-Sep-14 12:00, , , 4.93144626596339,  1.3638350,  154.3398,
 2003-Sep-14 15:00, , , 4.93154470741085,  1.3633313,  154.3499,
 2003-Sep-14 18:00, , , 4.93164311249427,  1.3628276,  154.3600,
 2003-Sep-14 21:00, , , 4.93174148121207,  1.3623238,  154.3701,
 2003-Sep-15 00:00, , , 4.93183981356268,  1.3618201,  154.3802,
 2003-Sep-15 03:00, , , 4.93193810954455,  1.3613163,  154.3903,
 2003-Sep-15 06:00, , , 4.93203636915609,  1.3608125,  154.4004,
 2003-Sep-15 09:00, , , 4.93213459239575,  1.3603087,  154.4105,
 2003-Sep-15 12:00, , , 4.93223277926196,  1.3598048,  154.4207,
 2003-Sep-15 15:00, , , 4.93233092975316,  1.3593009,  154.4308,
 2003-Sep-15 18:00, , , 4.93242904386779,  1.3587971,  154.4409,
 2003-Sep-15 21:00, , , 4.93252712160428,  1.3582931,  154.4510,
 2003-Sep-16 00:00, , , 4.93262516296108,  1.3577892,  154.4611,
 2003-Sep-16 03:00, , , 4.93272316793662,  1.3572852,  154.4712,
 2003-Sep-16 06:00, , , 4.93282113652936,  1.3567813,  154.4813,
 2003-Sep-16 09:00, , , 4.93291906873772,  1.3562773,  154.4914,
 2003-Sep-16 12:00, , , 4.93301696456015,  1.3557732,  154.5015,
 2003-Sep-16 15:00, , , 4.93311482399510,  1.3552692,  154.5116,
 2003-Sep-16 18:00, , , 4.93321264704100,  1.3547651,  154.5217,
 2003-Sep-16 21:00, , , 4.93331043369632,  1.3542611,  154.5318,
 2003-Sep-17 00:00, , , 4.93340818395948,  1.3537570,  154.5419,
 2003-Sep-17 03:00, , , 4.93350589782895,  1.3532528,  154.5521,
 2003-Sep-17 06:00, , , 4.93360357530316,  1.3527487,  154.5622,
 2003-Sep-17 09:00, , , 4.93370121638057,  1.3522445,  154.5723,
 2003-Sep-17 12:00, , , 4.93379882105963,  1.3517403,  154.5824,
 2003-Sep-17 15:00, , , 4.93389638933878,  1.3512361,  154.5925,
 2003-Sep-17 18:00, , , 4.93399392121648,  1.3507319,  154.6026,
 2003-Sep-17 21:00, , , 4.93409141669119,  1.3502276,  154.6127,
 2003-Sep-18 00:00, , , 4.93418887576135,  1.3497233,  154.6228,
 2003-Sep-18 03:00, , , 4.93428629842541,  1.3492190,  154.6329,
 2003-Sep-18 06:00, , , 4.93438368468184,  1.3487147,  154.6430,
 2003-Sep-18 09:00, , , 4.93448103452909,  1.3482104,  154.6531,
 2003-Sep-18 12:00, , , 4.93457834796562,  1.3477060,  154.6632,
 2003-Sep-18 15:00, , , 4.93467562498988,  1.3472016,  154.6733,
 2003-Sep-18 18:00, , , 4.93477286560034,  1.3466972,  154.6834,
 2003-Sep-18 21:00, , , 4.93487006979544,  1.3461928,  154.6935,
 2003-Sep-19 00:00, , , 4.93496723757366,  1.3456883,  154.7036,
 2003-Sep-19 03:00, , , 4.93506436893345,  1.3451839,  154.7137,
 2003-Sep-19 06:00, , , 4.93516146387328,  1.3446794,  154.7238,
 2003-Sep-19 09:00, , , 4.93525852239160,  1.3441749,  154.7339,
 2003-Sep-19 12:00, , , 4.93535554448689,  1.3436703,  154.7440,
 2003-Sep-19 15:00, , , 4.93545253015760,  1.3431658,  154.7541,
 2003-Sep-19 18:00, , , 4.93554947940220,  1.3426612,  154.7642,
 2003-Sep-19 21:00, , , 4.93564639221917,  1.3421566,  154.7743,
 2003-Sep-20 00:00, , , 4.93574326860695,  1.3416520,  154.7844,
 2003-Sep-20 03:00, , , 4.93584010856403,  1.3411473,  154.7945,
 2003-Sep-20 06:00, , , 4.93593691208887,  1.3406427,  154.8046,
 2003-Sep-20 09:00, , , 4.93603367917995,  1.3401380,  154.8146,
 2003-Sep-20 12:00, , , 4.93613040983572,  1.3396333,  154.8247,
 2003-Sep-20 15:00, , , 4.93622710405467,  1.3391286,  154.8348,
 2003-Sep-20 18:00, , , 4.93632376183526,  1.3386238,  154.8449,
 2003-Sep-20 21:00, , , 4.93642038317597,  1.3381190,  154.8550,
 2003-Sep-21 00:00, , , 4.93651696807528,  1.3376142,  154.8651,
 2003-Sep-21 03:00, , , 4.93661351653165,  1.3371094,  154.8752,
 2003-Sep-21 06:00, , , 4.93671002854356,  1.3366046,  154.8853,
 2003-Sep-21 09:00, , , 4.93680650410950,  1.3360998,  154.8954,
 2003-Sep-21 12:00, , , 4.93690294322793,  1.3355949,  154.9055,
 2003-Sep-21 15:00, , , 4.93699934589734,  1.3350900,  154.9156,
 2003-Sep-21 18:00, , , 4.93709571211620,  1.3345851,  154.9257,
 2003-Sep-21 21:00, , , 4.93719204188299,  1.3340801,  154.9358,
 2003-Sep-22 00:00, , , 4.93728833519620,  1.3335752,  154.9458,
 2003-Sep-22 03:00, , , 4.93738459205431,  1.3330702,  154.9559,
 2003-Sep-22 06:00, , , 4.93748081245580,  1.3325652,  154.9660,
 2003-Sep-22 09:00, , , 4.93757699639914,  1.3320602,  154.9761,
 2003-Sep-22 12:00, , , 4.93767314388284,  1.3315551,  154.9862,
 2003-Sep-22 15:00, , , 4.93776925490537,  1.3310501,  154.9963,
 2003-Sep-22 18:00, , , 4.93786532946521,  1.3305450,  155.0064,
 2003-Sep-22 21:00, , , 4.93796136756086,  1.3300399,  155.0165,
 2003-Sep-23 00:00, , , 4.93805736919080,  1.3295348,  155.0265,
 2003-Sep-23 03:00, , , 4.93815333435352,  1.3290296,  155.0366,
 2003-Sep-23 06:00, , , 4.93824926304752,  1.3285244,  155.0467,
 2003-Sep-23 09:00, , , 4.93834515527127,  1.3280193,  155.0568,
 2003-Sep-23 12:00, , , 4.93844101102327,  1.3275141,  155.0669,
 2003-Sep-23 15:00, , , 4.93853683030202,  1.3270088,  155.0770,
 2003-Sep-23 18:00, , , 4.93863261310600,  1.3265036,  155.0871,
 2003-Sep-23 21:00, , , 4.93872835943371,  1.3259983,  155.0971,
 2003-Sep-24 00:00, , , 4.93882406928364,  1.3254930,  155.1072,
 2003-Sep-24 03:00, , , 4.93891974265430,  1.3249877,  155.1173,
 2003-Sep-24 06:00, , , 4.93901537954417,  1.3244824,  155.1274,
 2003-Sep-24 09:00, , , 4.93911097995175,  1.3239770,  155.1375,
 2003-Sep-24 12:00, , , 4.93920654387554,  1.3234716,  155.1476,
 2003-Sep-24 15:00, , , 4.93930207131404,  1.3229662,  155.1576,
 2003-Sep-24 18:00, , , 4.93939756226574,  1.3224608,  155.1677,
 2003-Sep-24 21:00, , , 4.93949301672916,  1.3219554,  155.1778,
 2003-Sep-25 00:00, , , 4.93958843470278,  1.3214499,  155.1879,
 2003-Sep-25 03:00, , , 4.93968381618512,  1.3209444,  155.1980,
 2003-Sep-25 06:00, , , 4.93977916117467,  1.3204389,  155.2080,
 2003-Sep-25 09:00, , , 4.93987446966994,  1.3199334,  155.2181,
 2003-Sep-25 12:00, , , 4.93996974166943,  1.3194279,  155.2282,
 2003-Sep-25 15:00, , , 4.94006497717165,  1.3189223,  155.2383,
 2003-Sep-25 18:00, , , 4.94016017617511,  1.3184167,  155.2483,
 2003-Sep-25 21:00, , , 4.94025533867831,  1.3179111,  155.2584,
 2003-Sep-26 00:00, , , 4.94035046467975,  1.3174055,  155.2685,
 2003-Sep-26 03:00, , , 4.94044555417796,  1.3168999,  155.2786,
 2003-Sep-26 06:00, , , 4.94054060717143,  1.3163942,  155.2887,
 2003-Sep-26 09:00, , , 4.94063562365868,  1.3158885,  155.2987,
 2003-Sep-26 12:00, , , 4.94073060363823,  1.3153828,  155.3088,
 2003-Sep-26 15:00, , , 4.94082554710857,  1.3148771,  155.3189,
 2003-Sep-26 18:00, , , 4.94092045406823,  1.3143713,  155.3290,
 2003-Sep-26 21:00, , , 4.94101532451572,  1.3138656,  155.3390,
 2003-Sep-27 00:00, , , 4.94111015844955,  1.3133598,  155.3491,
 2003-Sep-27 03:00, , , 4.94120495586824,  1.3128540,  155.3592,
 2003-Sep-27 06:00, , , 4.94129971677031,  1.3123481,  155.3692,
 2003-Sep-27 09:00, , , 4.94139444115427,  1.3118423,  155.3793,
 2003-Sep-27 12:00, , , 4.94148912901864,  1.3113364,  155.3894,
 2003-Sep-27 15:00, , , 4.94158378036195,  1.3108305,  155.3995,
 2003-Sep-27 18:00, , , 4.94167839518270,  1.3103246,  155.4095,
 2003-Sep-27 21:00, , , 4.94177297347942,  1.3098187,  155.4196,
 2003-Sep-28 00:00, , , 4.94186751525063,  1.3093127,  155.4297,
 2003-Sep-28 03:00, , , 4.94196202049486,  1.3088067,  155.4397,
 2003-Sep-28 06:00, , , 4.94205648921063,  1.3083007,  155.4498,
 2003-Sep-28 09:00, , , 4.94215092139645,  1.3077947,  155.4599,
 2003-Sep-28 12:00, , , 4.94224531705087,  1.3072887,  155.4700,
 2003-Sep-28 15:00, , , 4.94233967617239,  1.3067826,  155.4800,
 2003-Sep-28 18:00, , , 4.94243399875955,  1.3062766,  155.4901,
 2003-Sep-28 21:00, , , 4.94252828481088,  1.3057705,  155.5002,
 2003-Sep-29 00:00, , , 4.94262253432491,  1.3052643,  155.5102,
 2003-Sep-29 03:00, , , 4.94271674730015,  1.3047582,  155.5203,
 2003-Sep-29 06:00, , , 4.94281092373515,  1.3042521,  155.5304,
 2003-Sep-29 09:00, , , 4.94290506362843,  1.3037459,  155.5404,
 2003-Sep-29 12:00, , , 4.94299916697852,  1.3032397,  155.5505,
 2003-Sep-29 15:00, , , 4.94309323378396,  1.3027335,  155.5606,
 2003-Sep-29 18:00, , , 4.94318726404328,  1.3022272,  155.5706,
 2003-Sep-29 21:00, , , 4.94328125775502,  1.3017210,  155.5807,
